english,german,0,0,PICTURE INIT
bowie,bowie,16,3,bowie.JPG
truck,Laster,0,1,truck.JPG
to become apostate,abtruennig werden,0,0,3.JPG
paste,kleister,0,0,4.JPG
embroidered,gestickt,0,0,5.JPG
scenery,kulisse,0,0,6.JPG
fission,fission,0,0,7.JPG
cause,veranlassen,0,0,8.JPG
concise,praegnant,0,0,9.JPG
lest,damit nicht,0,0,10.JPG
ribbon,Band,0,0,11.JPG
dwell,wohnen,0,0,12.JPG
